K,X
0,54.28488689
0,50.81184971
0,49.15020377
1,76.99515028
0,32.99388175
0,51.9992881
0,59.50549595
0,35.96884358
0,61.6325456
0,51.27041942
1,51.96669445
0,37.38244673
0,48.19904338
0,56.91089571
0,65.25700156
0,62.43812686
0,47.27185864
1,34.23494335
1,77.660008
0,55.05855962
0,76.95385351
0,47.84667464
0,28.95042482
0,39.36763784
0,28.19896372
0,53.61022589
0,45.09933143
0,59.59500654
0,51.96552107
0,38.73314883
1,34.762781
0,52.85943692
0,41.45438469
0,41.32035238
0,72.34013918
0,38.00717547
1,83.88876064
1,80.73013407
0,44.59997268
0,59.35567867
0,43.12032844
0,47.2203623
0,60.98506069
0,49.98751745
0,41.26611922
0,44.29651704
0,43.06271001
0,51.99154344
0,36.90794884
0,46.1306993
0,49.66690883
0,56.02559478
0,39.18921081
0,62.56275208
0,37.27862189
0,52.64734043
0,54.71878334
0,62.52064035
0,47.49763597
0,53.14103474
0,31.05541811
0,51.56859262
0,57.363005
0,31.07144998
0,49.63211509
0,49.73641805
0,39.40509033
0,50.71353035
0,41.77743597
0,58.42707792
0,56.24394376
0,53.9911964
0,52.38859121
0,65.23165574
0,50.2503673
0,40.47191462
0,65.8249633
0,46.90200621
0,53.63626178
1,73.61620632
0,57.52697362
0,55.78571918
0,58.64673397
0,30.8570663
0,56.94215564
0,54.64807548
0,48.40575812
0,60.63878193
0,54.46070233
0,39.57090169
0,51.57519294
0,61.52457577
0,74.46277331
0,44.29487807
0,55.65217337
0,39.12296339
1,76.31909293
0,49.21140206
1,34.87149665
0,45.43271223
0,34.82713199
0,61.18116653
0,59.78104926
0,58.76699011
0,61.19357882
0,54.5238489
1,62.31219707
1,65.94599268
1,64.20999935
1,63.85334324
1,70.27402815
0,70.24318301
0,51.97606467
0,57.53116876
0,49.68739596
0,54.23662817
0,46.26310431
0,33.56721105
0,45.69981938
0,54.36381682
0,56.21930544
0,60.06467935
0,52.7818502
0,44.80960264
0,50.75571555
0,46.25303763
0,49.32395709
0,56.95067407
0,34.67459627
0,50.26780564
0,49.43797846
0,39.2849583
0,45.43289367
0,50.97682145
1,77.06299118
0,43.18896872
0,67.56771793
0,65.5917354
1,35.47799362
0,56.65611344
0,40.92006137
0,61.36069889
0,63.8136195
0,43.4631737
0,41.60224939
0,36.16370756
0,43.71408634
0,58.74117409
0,45.39692961
0,42.1392437
0,42.89540105
0,50.15130192
0,48.9901616
0,56.37391274
0,44.03776046
0,28.50502606
0,41.81812245
0,53.96094566
0,52.14555947
0,55.65180701
1,35.48363482
0,43.09016389
0,47.58014816
0,54.85588545
0,49.9881902
0,70.41353475
0,44.64219238
0,33.90962975
0,61.79142806
0,62.8290993
1,35.7548053
0,66.97442677
0,42.9664666
0,42.18807671
0,45.11667459
0,38.4659767
0,56.7482394
0,59.40448409
0,40.96149889
0,37.73115587
0,47.40635283
0,46.00644171
0,56.61392554
0,53.60908322
0,49.98570893
0,41.70484697
0,32.09576443
0,19.82335165
0,57.75006745
0,45.58953474
0,54.12675196
0,57.43788975
0,58.64878235
0,53.59614836
0,56.50754442
0,40.60556218
0,53.66484983
0,52.62252887
0,35.3946621
0,62.65321947
0,54.03557749
0,55.41648788
0,54.9483749
0,47.84967421
0,66.77141993
0,48.48387147
0,51.30306205
0,31.3990883
0,53.63910737
0,57.14398585
0,39.78210513
0,68.89771265
0,65.71855497
0,59.27890361
0,39.78778594
0,53.21704652
0,56.38395574
0,43.2327153
0,37.40855227
0,54.90506986
0,49.71833356
0,50.70872389
0,49.39969403
0,41.5352397
0,50.57353331
0,56.45836371
0,55.75634483
0,63.71229032
0,37.72872474
0,59.76086807
0,49.55737262
0,40.81070623
0,49.02556794
0,41.33594415
0,47.23457348
0,62.57382279
0,34.34813099
0,59.71497966
0,46.68645608
0,37.45858679
0,57.29998825
0,35.14329868
1,35.96240482
0,60.13609325
0,35.03449675
0,44.20757809
0,41.79320108
0,50.88364203
0,39.96809814
0,52.2500034
0,44.899679
0,51.08268966
0,67.51386305
0,50.89651133
1,77.07754853
0,34.18890637
0,51.558923
0,69.86042744
0,68.52652719
0,60.41778122
0,48.37810269
0,52.06957707
0,54.87539421
0,45.91890441
0,45.22644841
0,54.22041132
0,55.48301667
0,44.64923021
0,46.74792555
0,56.79407241
0,37.93500688
0,35.47574543
0,67.57962064
0,54.93175813
0,57.6399638
0,51.93149583
0,55.5890065
0,54.12219963
0,48.32964657
0,57.55856611
0,51.01621482
0,46.40740188
0,53.63534624
0,44.77857058
0,50.69702129
0,64.0044808
0,58.78804686
0,68.22965463
0,59.97825648
0,60.82746532
0,37.13124616
0,55.64632244
0,36.32991341
0,46.3053988
0,52.48395781
0,43.66090413
0,53.9160261
0,61.60299057
0,50.45073059
0,56.39653891
0,35.48996547
0,49.37409711
0,46.77379058
0,55.52023003
0,45.1106807
0,58.32807274
0,41.64820469
0,59.40488837
0,61.95597437
0,34.74579172
0,42.74337829
1,77.31317621
0,51.33351288
0,60.64122671
0,46.2878433
0,47.67999247
0,43.90462013
0,38.55923403
0,54.39438138
0,46.37949669
0,37.33620664
0,55.13038586
1,77.35056715
0,49.20310817
0,49.44432119
0,45.84072931
0,45.64758629
1,77.44475432
0,47.16567611
0,44.45173683
0,50.3988038
0,54.369352
0,53.29263619
0,41.15897021
0,48.43160264
0,51.50892408
0,56.28771912
0,38.07644186
1,36.46838449
0,41.16550127
0,60.60394313
0,40.7110023
0,41.3339379
0,43.52653282
0,62.71492199
0,48.58211051
0,49.88717427
0,42.29183631
0,65.13534985
0,38.86409502
0,65.82281049
0,47.56383784
0,48.10350628
0,53.90198966
0,47.61029838
0,53.09721341
0,57.32220234
0,58.99658279
0,58.08661289
0,42.74776956
0,52.15287651
0,34.84539876
0,49.30409202
0,47.33687152
0,44.34176493
0,33.64338655
0,53.47411594
0,45.9992876
1,36.7070655
0,39.00003284
0,53.04104695
0,52.72411123
0,50.21577921
0,41.47864232
0,51.02607943
0,46.77581716
0,39.25641385
0,48.95096552
0,70.05144938
0,42.90661845
0,68.57412671
0,56.95412074
0,53.79763178
0,60.1114344
0,70.3398805
0,65.1685183
0,48.8730062
0,53.0641603
1,77.81264405
1,36.82829321
0,42.98285978
0,49.54366889
0,56.3594537
0,56.16783325
0,60.44853783
0,69.26647342
1,36.87379146
0,57.83478116
0,39.170394
0,56.93101437
0,38.96566907
0,45.08058553
0,48.76782543
0,51.26903638
0,77.59708555
0,58.22925313
1,36.93771593
0,53.63362283
0,42.46822219
0,60.08314616
1,77.94168389
0,66.24280136
0,61.1891175
0,60.48126809
0,45.5725157
0,33.77461349
0,65.16585936
0,54.09045493
0,41.99498323
0,53.00192745
0,50.28004997
0,51.96510793
0,48.3428182
0,48.37108617
0,68.18462328
0,55.36816324
0,48.64923915
0,46.2146862
0,66.9689798
0,80.48051967
0,50.10716209
0,48.80630176
0,40.4232251
0,59.64214724
0,57.66370581
0,45.76834344
0,33.27397816
0,57.32519259
0,47.09858627
0,38.98811078
0,49.74641246
0,61.33270903
0,38.58702833
0,38.64568502
0,49.30454655
0,55.48228817
0,42.89013576
0,60.21325924
0,47.4993306
0,39.61364885
0,53.61899756
0,44.93029119
0,40.44200823
0,48.82567526
0,51.56965158
0,41.29905324
0,54.73630407
0,51.39561012
0,47.5458164
0,47.63029492
0,52.46518125
0,51.32203717
0,47.80205775
0,45.9417175
0,39.66439889
0,34.8318101
0,50.74478915
0,57.26248455
0,48.37362789
0,35.1081695
0,60.44052263
0,37.96440004
0,57.29679651
0,56.64579047
0,72.23298035
0,40.52363067
0,69.84261257
1,37.03808068
0,58.56037451
0,54.41170033
1,77.06823945
0,41.61485571
0,39.19166881
0,35.73705066
0,47.61526492
0,48.86602891
0,55.75705637
0,37.40230407
1,37.11995772
0,45.92602239
0,46.75773865
0,58.83766145
0,43.5624968
0,39.62141881
0,55.78051109
0,63.76666282
0,72.51064603
0,35.23416258
0,46.78506221
0,60.06840396
0,52.3425419
0,38.27355412
1,77.12309713
0,54.9615334
0,43.40049639
0,37.31684849
0,38.78467197
0,55.72940707
1,77.27123191
0,51.08513745
0,55.84286767
0,50.93058864
0,48.94311331
0,42.29951883
0,66.58224228
0,51.21809804
0,42.55149432
0,58.86817399
1,77.3121744
1,77.35919324
0,53.64045177
1,77.38394647
0,44.72175374
0,59.50350231
0,36.33763447
0,64.31692995
0,42.48922655
0,72.48383469
0,56.9638973
0,42.14939259
0,53.56930406
0,32.42568299
0,54.03624925
0,53.19841056
0,51.44437022
0,59.56806783
0,50.29632137
0,36.5802378
0,54.34309444
0,38.79988986
0,76.06839575
0,56.16643419
0,54.44579268
0,40.15226901
0,49.11043703
0,47.00612962
0,43.69496769
0,29.39480545
0,69.59237442
0,41.19508396
0,38.50938533
0,46.10693941
0,27.80935644
0,45.67583111
0,32.46786498
0,46.24305372
0,32.34228587
0,58.31769391
0,59.16891041
0,47.48935702
0,62.76839142
0,39.34394879
0,49.20670308
0,54.85839798
0,35.31479357
0,50.58976801
1,77.55693849
0,46.55950507
0,32.42559917
0,66.17360223
0,45.14630731
0,74.77895081
0,48.01068767
0,35.13412953
0,30.24635132
1,37.62525574
0,46.85092744
0,52.59193367
0,68.27361462
0,56.19440895
0,46.7900248
0,48.35098008
0,50.11088633
0,52.49650515
0,56.91684887
1,77.64513886
0,34.88788887
0,45.18946432
0,42.86636391
0,55.24348731
0,43.17824824
0,55.07757857
0,21.36744543
0,56.37275081
0,63.60031782
0,57.27775818
0,51.54426159
0,41.79542163
1,77.81525522
0,51.39036949
0,41.13938752
0,43.2568672
0,58.98447814
0,46.82120545
0,43.07497225
0,51.75720914
0,47.24461085
0,32.61598448
0,63.0612205
0,41.47219758
0,61.18337819
0,56.81977783
0,48.23866972
0,55.76646071
0,50.64460857
0,56.7873467
0,61.54394778
0,31.85799291
0,44.77893622
0,60.10945763
0,67.68138812
0,46.94232895
1,37.87566788
0,48.77473996
0,43.22733176
0,37.45793704
0,46.49496679
0,40.99126452
0,52.47023676
0,48.32218757
0,31.86242737
0,36.11135888
0,53.30217937
0,46.66368831
0,54.89731036
0,44.56412636
0,50.36055876
0,45.66719898
0,46.24193558
0,52.82874516
0,34.81750378
0,56.88410124
0,48.36506477
0,62.65000201
0,38.0307311
0,50.72514485
0,56.83263515
0,41.15044229
0,54.46758114
0,50.05767575
0,49.67032858
0,49.26397381
0,52.53518034
0,45.01412441
0,34.63412319
0,64.4747753
0,65.04205041
0,53.77242494
0,37.7969649
0,44.78712697
0,55.38632644
0,56.32884376
0,44.01411141
0,51.86423095
0,41.36734177
0,58.00557243
0,44.2894045
0,51.18078289
0,44.79164519
0,37.9976744
0,50.14064789
0,47.75275787
0,50.87050375
0,39.86348718
0,53.9717828
0,48.7620152
0,49.50243476
0,43.21354736
0,36.15223852
0,67.15219862
0,61.75927331
0,40.1113391
0,37.7338041
0,33.5272688
0,46.96019995
0,43.73199968
0,46.38969074
0,41.83688823
0,37.5110861
1,37.88303744
0,68.70850747
0,54.64583266
0,39.3354478
0,36.16109208
0,46.15922127
0,28.90783509
0,50.34469108
0,67.46011688
0,32.95036496
0,39.20483972
0,53.67835164
0,46.67037782
0,65.61271077
0,53.48185664
0,51.14523464
0,59.74602056
0,46.5138119
0,49.04885651
0,45.73445076
1,77.90474351
0,54.31572629
0,45.99501947
0,58.50529478
1,77.90525494
0,50.22184001
0,40.97250437
0,68.35102411
0,46.3221371
0,64.50652516
0,62.26621102
0,60.49588935
0,42.99178293
0,39.40402655
0,38.84503885
0,45.3264509
0,21.44775683
0,38.4929158
0,26.25832191
0,44.24924802
0,54.14660968
0,54.69411468
0,49.65509436
0,41.12581968
0,69.71562985
0,51.65342205
0,51.52649171
0,58.63915265
0,50.52318015
0,60.18094155
0,53.6515069
0,53.50911536
0,58.19387406
0,46.00804999
0,56.57362103
0,42.08613141
0,39.81935776
0,58.88203833
0,49.42861921
0,52.25523704
0,50.55447174
0,51.16685621
0,54.71527761
0,58.37310761
0,41.21014158
0,68.67372066
0,41.69415902
0,44.70785899
0,40.41139702
0,54.79209534
0,64.62974717
0,44.83215856
0,48.5003562
0,45.13439685
0,38.96109061
0,40.73180803
0,61.57107635
0,51.40292369
0,46.75820265
0,46.10680429
1,77.91955334
0,50.38588658
0,43.91891158
0,45.89552857
0,52.65380953
0,50.0889762
0,51.1808609
0,64.2490664
0,50.20146475
0,50.87125835
0,42.49489994
0,41.74613684
0,40.31790477
0,27.27451347
0,73.14819612
0,65.03512262
0,46.13497596
0,44.68805216
0,49.42305958
0,44.78425741
0,75.54762724
0,38.08616345
0,60.05478166
0,64.12675905
0,51.5014388
0,51.55056087
0,66.52901812
0,40.96712497
1,77.94905939
1,78.17722385
0,42.21154777
0,57.34201862
0,34.58420725
0,56.9607686
0,46.68536207
0,55.01960205
0,30.91763525
0,43.54618327
0,25.1818909
0,47.99736873
0,41.57489777
0,38.56092018
0,45.3478546
0,52.32156934
0,42.11777769
0,43.65555458
1,38.19694488
0,61.76735049
0,49.2461955
0,37.68999703
0,47.03111325
0,42.73920349
0,42.75718911
0,48.35937276
0,49.91653093
0,38.0844199
0,42.90972461
0,63.86648163
0,42.07077256
0,56.21568824
0,47.94310846
0,46.40180286
0,48.41141072
0,50.70531427
0,63.84175962
0,61.01717505
0,50.97447317
0,52.63230194
0,51.27997587
0,59.27732884
0,53.09905189
0,49.44609366
0,55.44789942
0,59.11330843
0,45.89600481
0,48.60960472
0,45.19344595
0,47.71915369
0,71.06662514
0,54.3910066
0,65.37233916
0,48.29443859
0,35.31277391
0,50.5858305
0,38.22395911
0,62.36175112
0,41.52639897
1,78.30760072
0,33.31512803
0,54.85387377
0,53.32675035
0,59.81923563
0,40.38318873
0,59.30366199
0,44.11757482
0,42.34970208
0,48.5904849
0,51.04905618
0,54.60929795
0,59.80582339
0,58.65932202
1,38.40585393
0,50.65494784
0,74.77524726
0,58.30128678
0,58.50497567
0,45.27362896
0,58.19713563
0,55.69290658
0,55.6495943
0,44.62262875
0,49.40808554
0,34.63391419
0,43.61344418
0,49.5410413
0,56.41663178
0,51.32937152
0,55.91669039
0,47.85306596
0,56.80458132
0,37.87855651
0,35.64182608
0,38.13520384
0,52.37640712
0,54.28630963
0,53.89624243
0,47.1966941
0,54.31602702
0,51.25042412
0,48.7750155
0,58.8894601
1,38.42858418
0,38.98330936
0,54.1263209
0,62.10933441
0,66.18315922
1,78.57908798
0,61.07452633
0,51.90995954
0,42.03367392
0,47.58382173
0,45.40312732
0,66.39946112
0,59.57386442
0,49.41563488
0,53.0364629
0,44.78426368
0,45.68958729
0,52.92091482
0,50.28460251
0,59.73017261
0,53.1387771
0,57.14059304
0,50.65837396
0,37.84906272
0,49.83092692
0,54.30829459
0,54.80559216
0,47.65791145
0,54.67953109
0,72.95277216
0,42.57013509
0,58.09552971
1,88.6099142
0,59.05595995
0,39.85131429
0,68.12581515
0,43.44823491
0,37.82806568
0,49.66848056
0,56.13488801
0,32.37779542
1,38.64218663
1,88.64423232
0,46.01593518
0,51.51206168
0,42.17648148
0,43.22871596
0,61.51892251
0,40.82244347
0,57.15213108
0,52.05079468
0,51.29062499
0,58.22063483
0,49.44424915
0,54.29727904
0,60.04718632
0,55.86232813
0,34.48089888
0,62.62574317
0,47.30851529
0,40.70836257
0,37.49630511
0,62.69147017
0,66.27384675
0,40.72964598
1,38.66988324
0,52.17883505
0,62.71966449
0,30.90277371
0,47.22025346
0,57.01171205
0,48.27133278
0,58.46030109
0,55.2555564
0,55.12844168
0,51.60963304
0,50.04241024
0,51.9467075
0,44.54836261
0,56.37867179
0,23.78685576
0,64.78134373
0,25.26964617
0,39.98430575
0,47.64556749
0,61.38266737
0,40.00381911
0,33.49540426
0,56.10162694
0,42.80361886
0,42.01814971
0,51.89676257
0,43.81294358
0,52.27398165
0,50.25275607
0,58.55116214
0,40.90359114
0,61.38624167
0,55.52738376
1,78.69272515
0,51.44845166
0,46.00374523
0,38.43703244
0,45.28095971
0,46.76321586
0,50.95703227
0,44.33582718
0,54.83061335
1,38.7267065
0,46.66775333
0,47.19683829
0,56.7292386
0,53.29592351
0,40.59110738
0,47.99440899
0,45.49614298
0,58.703562
0,71.38631303
0,25.1975051
0,48.70368223
1,38.73154972
0,54.56946068
0,47.14903399
0,55.07355937
0,43.9960835
0,54.84615306
0,45.89827809
0,37.51184974
0,35.85032815
0,63.93500057
0,56.29433794
0,38.48533011
0,50.8516104
0,47.98542395
0,44.07249724
0,46.45120644
0,38.39651754
0,57.97590352
0,51.11322575
0,36.79448306
0,58.39862273
0,45.44790193
0,47.31729254
0,35.10370981
0,30.38224798
0,59.94699069
0,41.42347427
0,31.98948868
0,43.42910059
0,31.05860026
0,40.39529293
0,39.41808871
0,48.36091999
0,34.87344105
0,44.36044107
0,46.70532188
0,62.14989622
0,43.55492151
0,40.86229756
0,41.44113482
0,44.05597754
0,38.26304947
0,63.38076139
0,54.8540512
0,49.99167534
0,56.94639678
0,41.19935402
0,43.29288778
0,53.76457174
0,50.44862067
0,50.04446596
0,55.76072569
0,46.86991247
0,52.88683044
0,34.30583126
0,58.57865547
0,51.83869759
0,47.29348103
0,59.84854805
0,56.62199918
0,57.68987513
0,48.20694834
1,38.73254643
0,44.41963038
0,21.64675568
0,67.77046339
1,88.74391097
0,49.40067157
0,39.19849879
0,36.60446474
0,53.58414758
0,67.35546325
0,54.34574301
0,32.16306139
0,52.35953603
0,51.02130624
0,52.79890306
0,61.18832895
0,50.79849292
0,47.26054356
0,42.8224934
0,65.93307466
0,57.93723052
0,35.61495646
0,49.68627062
0,54.57160784
0,46.49549294
0,67.1767525
0,59.35807814
0,38.51305506
0,55.80430562
1,38.77557367
0,54.50323134
0,48.43391295
1,88.80193909
0,31.26180165
0,60.83436364
0,46.54660527
0,41.33378812
0,55.27031706
0,56.31746091
0,66.50878727
0,47.95379922
0,53.01515973
0,58.8350648
0,40.10361281
0,67.14578786
0,47.7895628
0,48.60194982
0,55.86159123
0,33.38190769
0,34.47055292
0,47.58376835
0,62.30392046
0,42.97438495
0,54.58955476
0,52.84406374
0,48.72824671
0,56.88706696
0,57.05532705
0,47.1792396
0,62.51722283
0,46.96844371
0,51.6645609
0,47.03423729
1,88.8082104
0,52.01416913
0,46.86468609
0,24.6374737
0,49.5670167
0,43.66399332
0,28.41798728
1,38.80947886
0,58.49329808
0,50.7550556
0,53.26280451
0,47.87309211
0,57.82168403
1,38.89043422
0,41.03608027
0,63.88998636
0,50.95341207
0,47.6555836
0,43.3504496
0,48.7943283
0,58.52250412
0,41.21138138
0,28.56544788
0,40.91471326
0,60.90470726
0,56.87470402
0,57.49845152
0,49.91627722
0,46.18667877
0,40.26838143
0,48.95523227
0,55.10402719
0,33.38738934
0,54.40857579
0,38.42294119
0,52.80509145
0,54.10273231
0,58.32458383
0,47.96363913
0,43.56858019
0,55.24873536
0,58.1929514
0,39.84272715
1,89.02124146
0,50.23928811
0,52.54471965
0,43.6595444
0,40.2772927
0,52.47250781
0,46.04424138
0,38.81873031
0,52.19389895
0,59.12983641
0,40.2457547
0,54.94430659
0,40.83544847
0,48.18883062
0,32.47956968
0,48.59504067
0,56.26896418
0,33.69181222
0,49.77494638
0,56.51645428
0,56.46757461
1,89.05718408
0,35.14187561
0,35.68114624
0,48.08867931
0,29.5519506
0,48.87796289
0,62.75722325
0,50.91937593
0,44.20983059
0,49.9475705
0,29.71084081
0,33.12634149
1,39.14589597
0,40.78273531
0,37.99990899
0,49.12429394
0,69.25473656
0,75.10536309
0,58.81451664
1,39.16389613
0,62.70861234
0,48.82298391
0,56.18887788
0,50.85772634
0,61.86341641
0,40.99988226
0,37.62998061
0,65.00293409
0,70.55353481
0,59.68971943
0,42.3241675
0,51.07297069
0,49.05632846
0,40.72341179
0,33.3745972
0,26.80279794
0,67.34267688
0,61.81568135
0,43.07842427
0,46.140191
0,55.38150749
0,52.71728056
0,48.22368306
0,57.10305846
0,49.31253323
0,52.88760534
0,58.16412383
0,62.93521986
0,57.33402128
0,61.54784903
0,42.11392118
0,45.74318535
0,52.95333283
0,35.98578705
0,39.79942732
0,67.63741937
0,54.94813093
0,57.21662647
0,51.65993781
0,36.42859734
0,58.20601542
0,44.85184941
0,54.99267295
0,32.02464629
0,31.01296969
0,44.84141644
0,66.25083782
0,49.33467086
1,39.22536777
0,62.07574743
0,56.68023521
0,57.77531914
0,45.98294837
0,42.81103047
0,62.44825266
0,54.88368771
0,53.46149478
0,58.53466441
0,48.09237644
0,56.76852045
0,65.36304606
0,48.70597781
0,44.89717452
0,58.14921989
0,32.70209184
0,49.09234424
0,55.77105521
0,51.11866649
0,19.9913228
0,31.93473909
0,52.61476664
0,42.91428941
0,53.54883485
0,44.10774023
0,55.22740659
0,37.42790322
0,42.00207455
0,48.07059709
0,58.7391913
0,45.9300018
0,69.58389879
0,41.94501122
0,55.54244424
0,40.0619257
0,45.61245314
0,45.35253203
0,40.27963281
0,79.48658829
0,65.44912468
1,39.26509617
0,60.82444924
0,45.50451929
0,51.16651603
1,39.30966016
0,54.68931997
0,41.56172821
0,49.16907859
0,53.30955562
0,55.28873269
0,55.35501198
0,59.78864671
0,48.91522641
0,24.14008655
0,47.15525592
0,69.91310877
0,64.14089298
0,54.96662263
0,64.93575685
0,55.89878778
0,38.92560437
0,53.9546181
0,56.58512828
0,46.83597755
0,43.75035775
0,49.17658649
0,46.25902393
0,67.98392429
0,56.96369426
0,32.28047277
0,51.59999736
0,41.32768479
0,46.89141196
0,64.63805161
0,45.19330528
0,43.72723164
0,65.07664994
0,59.21804966
0,51.61975301
1,89.35610959
0,49.33371837
0,41.04096776
0,59.66060191
0,40.91695838
0,62.06400657
0,48.32262379
0,43.04907018
0,53.74405761
0,67.20285837
0,65.31274943
0,48.54964529
0,54.90381146
1,39.42586488
0,53.87145494
1,89.4319906
0,31.92709129
0,61.69718444
0,49.08587524
0,60.04885256
0,56.11882178
0,35.14605729
0,70.00980721
0,59.45114852
0,47.70539412
0,40.05855287
0,47.37028992
0,65.6592837
0,63.1596918
0,57.05468471
0,56.98321216
0,64.60151342
0,45.39912107
0,48.04174389
0,41.61421389
0,39.7103702
0,57.65753973
0,45.81991146
0,41.71025975
0,55.97464064
0,50.33517149
0,47.76859645
0,54.19091019
0,51.28275585
0,52.30972396
0,64.34369452
0,64.36920127
0,49.23381085
0,37.0686121
0,50.97141616
0,54.34536766
0,63.34470697
0,28.04941829
0,62.66762485
0,54.9782305
0,37.32925677
0,49.91167251
0,67.4508854
0,47.0228707
0,48.48441135
0,72.51909749
1,39.49981105
0,59.2489535
0,49.60251785
0,57.95752083
0,49.73063287
0,39.77094615
0,48.77420433
0,34.90881688
0,38.94004839
0,51.59515241
0,42.79626238
0,44.65614925
0,43.75578765
0,53.36245699
0,54.15187435
0,60.85269913
0,37.94516721
1,89.56944269
0,70.93297452
0,52.43642162
0,72.18009315
0,44.51779176
0,59.51784554
0,45.30292575
0,41.83903365
0,50.89102385
0,54.64632611
0,62.09836001
0,53.5390645
0,61.54896075
0,58.42652417
0,54.84571771
0,61.58261974
0,57.26515447
0,48.07733296
